,Unnamed: 0,question,correct_answer,guess,buzz,sentence_count,guess_word_count,guess_has_paren,guess_length,guess_entity
639,639,"This politician was blackmailed for sleeping with Maria Lewis, the wife of James Reynolds. He toured American factories and presented a report of his findings to Congress advocating protective tariffs. This author of the Report on Manufactures argued for the federal assumption of state debt in his 1790 Report on the Public Credit. He insulted a rival who was running for governor in New York, which led to this man's death in Weehawken after he was shot in a duel. For 10 points, name the first Secretary of the Treasury who died at the hands of Aaron Burr.",Alexander Hamilton,Aaron_Burr,False,6,2,0,10,"{'entity': 'I-PER', 'score': 0.9984006, 'index': 1, 'word': 'Aaron', 'start': 0, 'end': 5}"
640,640,.This scientist conducted a study in which people watched Medical Center before deciding whether to donate money to charity or to steal it,Stanley Milgram,Arrowsmith_(novel),False,2,2,1,18,"{'entity': 'I-MISC', 'score': 0.7550984, 'index': 1, 'word': 'Arrow', 'start': 0, 'end': 5}"
641,641,".This scientist conducted a study in which people watched Medical Center before deciding whether to donate money to charity or to steal it. He sent information packets to people in Omaha and Wichita, asking if they knew a person in Boston, an experiment which led him to formulate the ""Six Degrees of Separation"" hypothesis",Stanley Milgram,Boston,False,3,1,0,6,"{'entity': 'I-LOC', 'score': 0.5931944, 'index': 1, 'word': 'Boston', 'start': 0, 'end': 6}"
642,642,".This scientist conducted a study in which people watched Medical Center before deciding whether to donate money to charity or to steal it. He sent information packets to people in Omaha and Wichita, asking if they knew a person in Boston, an experiment which led him to formulate the ""Six Degrees of Separation"" hypothesis. This conductor of the ""Small World"" experiment paid an actor to pretend to be shocked as another person was told to increase the voltage",Stanley Milgram,Stanford_prison_experiment,False,4,3,0,26,"{'entity': 'I-LOC', 'score': 0.6907975, 'index': 1, 'word': 'Stanford', 'start': 0, 'end': 8}"
643,643,".This scientist conducted a study in which people watched Medical Center before deciding whether to donate money to charity or to steal it. He sent information packets to people in Omaha and Wichita, asking if they knew a person in Boston, an experiment which led him to formulate the ""Six Degrees of Separation"" hypothesis. This conductor of the ""Small World"" experiment paid an actor to pretend to be shocked as another person was told to increase the voltage.  For 10 points, name this psychologist who conducted a namesake ""Obedience to Authority"" experiment",Stanley Milgram,Stanford_prison_experiment,False,5,3,0,26,"{'entity': 'I-LOC', 'score': 0.6907975, 'index': 1, 'word': 'Stanford', 'start': 0, 'end': 8}"
644,644,".This scientist conducted a study in which people watched Medical Center before deciding whether to donate money to charity or to steal it. He sent information packets to people in Omaha and Wichita, asking if they knew a person in Boston, an experiment which led him to formulate the ""Six Degrees of Separation"" hypothesis. This conductor of the ""Small World"" experiment paid an actor to pretend to be shocked as another person was told to increase the voltage.  For 10 points, name this psychologist who conducted a namesake ""Obedience to Authority"" experiment.",Stanley Milgram,Stanford_prison_experiment,False,6,3,0,26,"{'entity': 'I-LOC', 'score': 0.6907975, 'index': 1, 'word': 'Stanford', 'start': 0, 'end': 8}"
645,645,"This scientist conducted a study in which people watched Medical Center before deciding whether to donate money to charity or to steal it. He sent information packets to people in Omaha and Wichita, asking if they knew a person in Boston, an experiment which led him to formulate the ""Six Degrees of Separation"" hypothesis. This conductor of the ""Small World"" experiment paid an actor to pretend to be shocked as another person was told to increase the voltage.  For 10 points, name this psychologist who conducted a namesake ""Obedience to Authority"" experiment.",Stanley Milgram,Stanford_prison_experiment,False,5,3,0,26,"{'entity': 'I-LOC', 'score': 0.6907975, 'index': 1, 'word': 'Stanford', 'start': 0, 'end': 8}"
646,646,.This figure hid among King Onkios's horses before Poseidon discovered her and sired Despoina with her,Demeter [accept Ceres before “Greek”],Poseidon,False,2,1,0,8,"{'entity': 'I-LOC', 'score': 0.3689553, 'index': 1, 'word': 'Po', 'start': 0, 'end': 2}"
647,647,".This figure hid among King Onkios's horses before Poseidon discovered her and sired Despoina with her. She tried to make Demophon immortal, but was thwarted when his mother saw him burning",Demeter [accept Ceres before “Greek”],Poseidon,False,3,1,0,8,"{'entity': 'I-LOC', 'score': 0.3689553, 'index': 1, 'word': 'Po', 'start': 0, 'end': 2}"
648,648,".This figure hid among King Onkios's horses before Poseidon discovered her and sired Despoina with her. She tried to make Demophon immortal, but was thwarted when his mother saw him burning. She turned Lyncus into a lynx after he tried to kill her priest Triptolemus",Demeter [accept Ceres before “Greek”],Poseidon,False,4,1,0,8,"{'entity': 'I-LOC', 'score': 0.3689553, 'index': 1, 'word': 'Po', 'start': 0, 'end': 2}"
649,649,".This figure hid among King Onkios's horses before Poseidon discovered her and sired Despoina with her. She tried to make Demophon immortal, but was thwarted when his mother saw him burning. She turned Lyncus into a lynx after he tried to kill her priest Triptolemus. Along with her daughter, who ate several pomegranate seeds in the underworld, she is the focus of the Eleusinian Mysteries",Demeter [accept Ceres before “Greek”],Poseidon,False,5,1,0,8,"{'entity': 'I-LOC', 'score': 0.3689553, 'index': 1, 'word': 'Po', 'start': 0, 'end': 2}"
650,650,".This figure hid among King Onkios's horses before Poseidon discovered her and sired Despoina with her. She tried to make Demophon immortal, but was thwarted when his mother saw him burning. She turned Lyncus into a lynx after he tried to kill her priest Triptolemus. Along with her daughter, who ate several pomegranate seeds in the underworld, she is the focus of the Eleusinian Mysteries. Her daughter spends four months of each year with Hades, causing this goddess to bring winter",Demeter [accept Ceres before “Greek”],Hades,False,6,1,0,5,"{'entity': 'I-PER', 'score': 0.7575462, 'index': 1, 'word': 'Hades', 'start': 0, 'end': 5}"
651,651,".This figure hid among King Onkios's horses before Poseidon discovered her and sired Despoina with her. She tried to make Demophon immortal, but was thwarted when his mother saw him burning. She turned Lyncus into a lynx after he tried to kill her priest Triptolemus. Along with her daughter, who ate several pomegranate seeds in the underworld, she is the focus of the Eleusinian Mysteries. Her daughter spends four months of each year with Hades, causing this goddess to bring winter. For 10 points, name this mother of Persephone, the Greek goddess of the harvest",Demeter [accept Ceres before “Greek”],Hades,False,7,1,0,5,"{'entity': 'I-PER', 'score': 0.7575462, 'index': 1, 'word': 'Hades', 'start': 0, 'end': 5}"
652,652,".This figure hid among King Onkios's horses before Poseidon discovered her and sired Despoina with her. She tried to make Demophon immortal, but was thwarted when his mother saw him burning. She turned Lyncus into a lynx after he tried to kill her priest Triptolemus. Along with her daughter, who ate several pomegranate seeds in the underworld, she is the focus of the Eleusinian Mysteries. Her daughter spends four months of each year with Hades, causing this goddess to bring winter. For 10 points, name this mother of Persephone, the Greek goddess of the harvest.",Demeter [accept Ceres before “Greek”],Hades,False,8,1,0,5,"{'entity': 'I-PER', 'score': 0.7575462, 'index': 1, 'word': 'Hades', 'start': 0, 'end': 5}"
653,653,"This figure hid among King Onkios's horses before Poseidon discovered her and sired Despoina with her. She tried to make Demophon immortal, but was thwarted when his mother saw him burning. She turned Lyncus into a lynx after he tried to kill her priest Triptolemus. Along with her daughter, who ate several pomegranate seeds in the underworld, she is the focus of the Eleusinian Mysteries. Her daughter spends four months of each year with Hades, causing this goddess to bring winter. For 10 points, name this mother of Persephone, the Greek goddess of the harvest.",Demeter [accept Ceres before “Greek”],Hades,False,7,1,0,5,"{'entity': 'I-PER', 'score': 0.7575462, 'index': 1, 'word': 'Hades', 'start': 0, 'end': 5}"
654,654,".One of this thinker's proofs of God's existence relies on three categories of ideas: Innate, Factitious, and Adventitious",Réne Descartes [or Renatus Cartesius],An_Essay_Concerning_Human_Understanding,False,2,5,0,39,"{'entity': 'I-MISC', 'score': 0.73051417, 'index': 11, 'word': 'Human', 'start': 20, 'end': 25}"
655,655,".One of this thinker's proofs of God's existence relies on three categories of ideas: Innate, Factitious, and Adventitious. He reworked Plato's Great Chain of Being to explain how an imperfect man could descend from God",Réne Descartes [or Renatus Cartesius],Plato,False,3,1,0,5,"{'entity': 'I-PER', 'score': 0.9784854, 'index': 1, 'word': 'Plato', 'start': 0, 'end': 5}"
656,656,".One of this thinker's proofs of God's existence relies on three categories of ideas: Innate, Factitious, and Adventitious. He reworked Plato's Great Chain of Being to explain how an imperfect man could descend from God.  Gilbert Ryle's The Concept of Mind calls this man's mind-body dualism ""the ghost in the machine",Réne Descartes [or Renatus Cartesius],Plato,False,4,1,0,5,"{'entity': 'I-PER', 'score': 0.9784854, 'index': 1, 'word': 'Plato', 'start': 0, 'end': 5}"
657,657,".One of this thinker's proofs of God's existence relies on three categories of ideas: Innate, Factitious, and Adventitious. He reworked Plato's Great Chain of Being to explain how an imperfect man could descend from God.  Gilbert Ryle's The Concept of Mind calls this man's mind-body dualism ""the ghost in the machine."" This thinker claimed that all knowledge could be the result of an ""evil demon",Réne Descartes [or Renatus Cartesius],Plato,False,5,1,0,5,"{'entity': 'I-PER', 'score': 0.9784854, 'index': 1, 'word': 'Plato', 'start': 0, 'end': 5}"
658,658,".One of this thinker's proofs of God's existence relies on three categories of ideas: Innate, Factitious, and Adventitious. He reworked Plato's Great Chain of Being to explain how an imperfect man could descend from God.  Gilbert Ryle's The Concept of Mind calls this man's mind-body dualism ""the ghost in the machine."" This thinker claimed that all knowledge could be the result of an ""evil demon."" For 10 points, name this author of Meditations on First Philosophy, whose Discourse on Method contains his phrase cogito ergo sum, or ""I think, therefore I am",Réne Descartes [or Renatus Cartesius],Meditations_on_First_Philosophy,False,6,4,0,31,"{'entity': 'I-MISC', 'score': 0.9566637, 'index': 7, 'word': 'First', 'start': 15, 'end': 20}"
659,659,".One of this thinker's proofs of God's existence relies on three categories of ideas: Innate, Factitious, and Adventitious. He reworked Plato's Great Chain of Being to explain how an imperfect man could descend from God.  Gilbert Ryle's The Concept of Mind calls this man's mind-body dualism ""the ghost in the machine."" This thinker claimed that all knowledge could be the result of an ""evil demon."" For 10 points, name this author of Meditations on First Philosophy, whose Discourse on Method contains his phrase cogito ergo sum, or ""I think, therefore I am.""",Réne Descartes [or Renatus Cartesius],Meditations_on_First_Philosophy,False,7,4,0,31,"{'entity': 'I-MISC', 'score': 0.9566637, 'index': 7, 'word': 'First', 'start': 15, 'end': 20}"
660,660,"One of this thinker's proofs of God's existence relies on three categories of ideas: Innate, Factitious, and Adventitious. He reworked Plato's Great Chain of Being to explain how an imperfect man could descend from God.  Gilbert Ryle's The Concept of Mind calls this man's mind-body dualism ""the ghost in the machine."" This thinker claimed that all knowledge could be the result of an ""evil demon."" For 10 points, name this author of Meditations on First Philosophy, whose Discourse on Method contains his phrase cogito ergo sum, or ""I think, therefore I am.""",Réne Descartes [or Renatus Cartesius],Meditations_on_First_Philosophy,False,6,4,0,31,"{'entity': 'I-MISC', 'score': 0.9566637, 'index': 7, 'word': 'First', 'start': 15, 'end': 20}"
661,661,".This man described the Buddhist mandala as the ""path to the center"" in his Memories, Dreams, Reflections, whose appendices include Seven Sermons to the Dead",Carl Gustav Jung,Dream,False,2,1,0,5,"{'entity': 'I-ORG', 'score': 0.6799989, 'index': 1, 'word': 'Dream', 'start': 0, 'end': 5}"
662,662,".This man described the Buddhist mandala as the ""path to the center"" in his Memories, Dreams, Reflections, whose appendices include Seven Sermons to the Dead. He described the union of opposite sexes with the term ""syzygy,"" and proposed non-causal connections called synchronicities",Carl Gustav Jung,Dream,False,3,1,0,5,"{'entity': 'I-ORG', 'score': 0.6799989, 'index': 1, 'word': 'Dream', 'start': 0, 'end': 5}"
663,663,".This man described the Buddhist mandala as the ""path to the center"" in his Memories, Dreams, Reflections, whose appendices include Seven Sermons to the Dead. He described the union of opposite sexes with the term ""syzygy,"" and proposed non-causal connections called synchronicities. The Myers-Briggs test builds on his concepts of ""introvert"" and ""extrovert",Carl Gustav Jung,Dream,False,4,1,0,5,"{'entity': 'I-ORG', 'score': 0.6799989, 'index': 1, 'word': 'Dream', 'start': 0, 'end': 5}"
664,664,".This man described the Buddhist mandala as the ""path to the center"" in his Memories, Dreams, Reflections, whose appendices include Seven Sermons to the Dead. He described the union of opposite sexes with the term ""syzygy,"" and proposed non-causal connections called synchronicities. The Myers-Briggs test builds on his concepts of ""introvert"" and ""extrovert."" He also theorized the male and female animus and anima",Carl Gustav Jung,Dream,False,5,1,0,5,"{'entity': 'I-ORG', 'score': 0.6799989, 'index': 1, 'word': 'Dream', 'start': 0, 'end': 5}"
665,665,".This man described the Buddhist mandala as the ""path to the center"" in his Memories, Dreams, Reflections, whose appendices include Seven Sermons to the Dead. He described the union of opposite sexes with the term ""syzygy,"" and proposed non-causal connections called synchronicities. The Myers-Briggs test builds on his concepts of ""introvert"" and ""extrovert."" He also theorized the male and female animus and anima. For 10 points, name this Swiss analytic psychologist, who claimed that universal images, or archetypes, form the collective unconscious",Carl Gustav Jung,Dream,False,6,1,0,5,"{'entity': 'I-ORG', 'score': 0.6799989, 'index': 1, 'word': 'Dream', 'start': 0, 'end': 5}"
666,666,".This man described the Buddhist mandala as the ""path to the center"" in his Memories, Dreams, Reflections, whose appendices include Seven Sermons to the Dead. He described the union of opposite sexes with the term ""syzygy,"" and proposed non-causal connections called synchronicities. The Myers-Briggs test builds on his concepts of ""introvert"" and ""extrovert."" He also theorized the male and female animus and anima. For 10 points, name this Swiss analytic psychologist, who claimed that universal images, or archetypes, form the collective unconscious.",Carl Gustav Jung,Dream,False,7,1,0,5,"{'entity': 'I-ORG', 'score': 0.6799989, 'index': 1, 'word': 'Dream', 'start': 0, 'end': 5}"
667,667,"This man described the Buddhist mandala as the ""path to the center"" in his Memories, Dreams, Reflections, whose appendices include Seven Sermons to the Dead. He described the union of opposite sexes with the term ""syzygy,"" and proposed non-causal connections called synchronicities. The Myers-Briggs test builds on his concepts of ""introvert"" and ""extrovert."" He also theorized the male and female animus and anima. For 10 points, name this Swiss analytic psychologist, who claimed that universal images, or archetypes, form the collective unconscious.",Carl Gustav Jung,Dream,False,6,1,0,5,"{'entity': 'I-ORG', 'score': 0.6799989, 'index': 1, 'word': 'Dream', 'start': 0, 'end': 5}"
668,668,.This composer based part of one work on a friend singing a snippet from the Pathetique sonata,Sir Edward William Elgar,Piano_sonata,False,2,2,0,12,
669,669,".This composer based part of one work on a friend singing a snippet from the Pathetique sonata. He tried to depict the ""stout and steaky"" character of a city in his concert overture Cockaigne, subtitled ""In London Town",Sir Edward William Elgar,Piano_sonata,False,3,2,0,12,
670,670,".This composer based part of one work on a friend singing a snippet from the Pathetique sonata. He tried to depict the ""stout and steaky"" character of a city in his concert overture Cockaigne, subtitled ""In London Town."" He depicted a pious man's soul ascending to the judgment in a work based on a Cardinal Newman poem",Sir Edward William Elgar,Piano_sonata,False,4,2,0,12,
671,671,".This composer based part of one work on a friend singing a snippet from the Pathetique sonata. He tried to depict the ""stout and steaky"" character of a city in his concert overture Cockaigne, subtitled ""In London Town."" He depicted a pious man's soul ascending to the judgment in a work based on a Cardinal Newman poem. Another of his pieces has movements like ""Dorabella"" and ""Nimrod",Sir Edward William Elgar,Piano_sonata,False,5,2,0,12,
672,672,".This composer based part of one work on a friend singing a snippet from the Pathetique sonata. He tried to depict the ""stout and steaky"" character of a city in his concert overture Cockaigne, subtitled ""In London Town."" He depicted a pious man's soul ascending to the judgment in a work based on a Cardinal Newman poem. Another of his pieces has movements like ""Dorabella"" and ""Nimrod."" The last night of the BBC Proms features his march that is often played at graduations",Sir Edward William Elgar,Piano_sonata,False,6,2,0,12,
673,673,".This composer based part of one work on a friend singing a snippet from the Pathetique sonata. He tried to depict the ""stout and steaky"" character of a city in his concert overture Cockaigne, subtitled ""In London Town."" He depicted a pious man's soul ascending to the judgment in a work based on a Cardinal Newman poem. Another of his pieces has movements like ""Dorabella"" and ""Nimrod."" The last night of the BBC Proms features his march that is often played at graduations. For 10 points, name this English composer of The Enigma Variations and Pomp and Circumstance",Sir Edward William Elgar,Piano_sonata,False,7,2,0,12,
674,674,".This composer based part of one work on a friend singing a snippet from the Pathetique sonata. He tried to depict the ""stout and steaky"" character of a city in his concert overture Cockaigne, subtitled ""In London Town."" He depicted a pious man's soul ascending to the judgment in a work based on a Cardinal Newman poem. Another of his pieces has movements like ""Dorabella"" and ""Nimrod."" The last night of the BBC Proms features his march that is often played at graduations. For 10 points, name this English composer of The Enigma Variations and Pomp and Circumstance.",Sir Edward William Elgar,Piano_sonata,False,8,2,0,12,
675,675,"This composer based part of one work on a friend singing a snippet from the Pathetique sonata. He tried to depict the ""stout and steaky"" character of a city in his concert overture Cockaigne, subtitled ""In London Town."" He depicted a pious man's soul ascending to the judgment in a work based on a Cardinal Newman poem. Another of his pieces has movements like ""Dorabella"" and ""Nimrod."" The last night of the BBC Proms features his march that is often played at graduations. For 10 points, name this English composer of The Enigma Variations and Pomp and Circumstance.",Sir Edward William Elgar,Piano_sonata,False,7,2,0,12,
676,676,.This man is identified with Quetzalcoatl by John Taylor and other Church of Latter Day Saints leaders,Jesus Christ [accept either underlined part; accept all reasonable equivalents],Quetzalcoatl,False,2,1,0,12,"{'entity': 'I-LOC', 'score': 0.973408, 'index': 1, 'word': 'Que', 'start': 0, 'end': 3}"
677,677,".This man is identified with Quetzalcoatl by John Taylor and other Church of Latter Day Saints leaders. The ""Q Source"" is a hypothetical collection of this man's quotations",Jesus Christ [accept either underlined part; accept all reasonable equivalents],Quetzalcoatl,False,3,1,0,12,"{'entity': 'I-LOC', 'score': 0.973408, 'index': 1, 'word': 'Que', 'start': 0, 'end': 3}"
678,678,".This man is identified with Quetzalcoatl by John Taylor and other Church of Latter Day Saints leaders. The ""Q Source"" is a hypothetical collection of this man's quotations. At this man's trial, elders worry about losing ""our place and our nation",Jesus Christ [accept either underlined part; accept all reasonable equivalents],Quetzalcoatl,False,4,1,0,12,"{'entity': 'I-LOC', 'score': 0.973408, 'index': 1, 'word': 'Que', 'start': 0, 'end': 3}"
679,679,".This man is identified with Quetzalcoatl by John Taylor and other Church of Latter Day Saints leaders. The ""Q Source"" is a hypothetical collection of this man's quotations. At this man's trial, elders worry about losing ""our place and our nation."" In one story, he refused to turn stones into bread, stating that ""man cannot live by bread alone",Jesus Christ [accept either underlined part; accept all reasonable equivalents],Quetzalcoatl,False,5,1,0,12,"{'entity': 'I-LOC', 'score': 0.973408, 'index': 1, 'word': 'Que', 'start': 0, 'end': 3}"
680,680,".This man is identified with Quetzalcoatl by John Taylor and other Church of Latter Day Saints leaders. The ""Q Source"" is a hypothetical collection of this man's quotations. At this man's trial, elders worry about losing ""our place and our nation."" In one story, he refused to turn stones into bread, stating that ""man cannot live by bread alone."" This man was condemned to death after a crowd chose to spare Barabbas instead, an event that prompted Pontius Pilate to wash his hands",Jesus Christ [accept either underlined part; accept all reasonable equivalents],Quetzalcoatl,False,6,1,0,12,"{'entity': 'I-LOC', 'score': 0.973408, 'index': 1, 'word': 'Que', 'start': 0, 'end': 3}"
681,681,".This man is identified with Quetzalcoatl by John Taylor and other Church of Latter Day Saints leaders. The ""Q Source"" is a hypothetical collection of this man's quotations. At this man's trial, elders worry about losing ""our place and our nation."" In one story, he refused to turn stones into bread, stating that ""man cannot live by bread alone."" This man was condemned to death after a crowd chose to spare Barabbas instead, an event that prompted Pontius Pilate to wash his hands. For 10 points, name this man, the son of God according to a large world religion",Jesus Christ [accept either underlined part; accept all reasonable equivalents],Quetzalcoatl,False,7,1,0,12,"{'entity': 'I-LOC', 'score': 0.973408, 'index': 1, 'word': 'Que', 'start': 0, 'end': 3}"
682,682,".This man is identified with Quetzalcoatl by John Taylor and other Church of Latter Day Saints leaders. The ""Q Source"" is a hypothetical collection of this man's quotations. At this man's trial, elders worry about losing ""our place and our nation."" In one story, he refused to turn stones into bread, stating that ""man cannot live by bread alone."" This man was condemned to death after a crowd chose to spare Barabbas instead, an event that prompted Pontius Pilate to wash his hands. For 10 points, name this man, the son of God according to a large world religion.",Jesus Christ [accept either underlined part; accept all reasonable equivalents],Quetzalcoatl,False,8,1,0,12,"{'entity': 'I-LOC', 'score': 0.973408, 'index': 1, 'word': 'Que', 'start': 0, 'end': 3}"
683,683,"This man is identified with Quetzalcoatl by John Taylor and other Church of Latter Day Saints leaders. The ""Q Source"" is a hypothetical collection of this man's quotations. At this man's trial, elders worry about losing ""our place and our nation."" In one story, he refused to turn stones into bread, stating that ""man cannot live by bread alone."" This man was condemned to death after a crowd chose to spare Barabbas instead, an event that prompted Pontius Pilate to wash his hands. For 10 points, name this man, the son of God according to a large world religion.",Jesus Christ [accept either underlined part; accept all reasonable equivalents],Quetzalcoatl,False,7,1,0,12,"{'entity': 'I-LOC', 'score': 0.973408, 'index': 1, 'word': 'Que', 'start': 0, 'end': 3}"
684,684,".This thinker discussed the ""fort/da game,"" in which his infant grandson would throw small objects",Sigmund Freud [or Sigismund Schlomo Freud],War_of_1812,False,2,3,0,11,"{'entity': 'I-MISC', 'score': 0.9963257, 'index': 1, 'word': 'War', 'start': 0, 'end': 3}"
685,685,".This thinker discussed the ""fort/da game,"" in which his infant grandson would throw small objects. This man posited that the prehistoric origin of religion was to atone for the killing of a father figure by a group of brothers",Sigmund Freud [or Sigismund Schlomo Freud],War_of_1812,False,3,3,0,11,"{'entity': 'I-MISC', 'score': 0.9963257, 'index': 1, 'word': 'War', 'start': 0, 'end': 3}"
686,686,".This thinker discussed the ""fort/da game,"" in which his infant grandson would throw small objects. This man posited that the prehistoric origin of religion was to atone for the killing of a father figure by a group of brothers. He claimed that human actions could be traced to a ""death drive"" and ""pleasure principle",Sigmund Freud [or Sigismund Schlomo Freud],Death,False,4,1,0,5,
687,687,".This thinker discussed the ""fort/da game,"" in which his infant grandson would throw small objects. This man posited that the prehistoric origin of religion was to atone for the killing of a father figure by a group of brothers. He claimed that human actions could be traced to a ""death drive"" and ""pleasure principle."" He wrote a work that describes the episode of ""Irma's Injection,"" an example of an event that he labels ""wish-fulfillment",Sigmund Freud [or Sigismund Schlomo Freud],The_Interpretation_of_Dreams,False,5,4,0,28,"{'entity': 'I-MISC', 'score': 0.8803856, 'index': 1, 'word': 'The', 'start': 0, 'end': 3}"
688,688,".This thinker discussed the ""fort/da game,"" in which his infant grandson would throw small objects. This man posited that the prehistoric origin of religion was to atone for the killing of a father figure by a group of brothers. He claimed that human actions could be traced to a ""death drive"" and ""pleasure principle."" He wrote a work that describes the episode of ""Irma's Injection,"" an example of an event that he labels ""wish-fulfillment."" For 10 points, name this Austrian psychologist who wrote The Interpretation of Dreams and conceptualized the Oedipus complex",Sigmund Freud [or Sigismund Schlomo Freud],Oedipus_Rex,False,6,2,0,11,"{'entity': 'I-MISC', 'score': 0.9863142, 'index': 1, 'word': 'O', 'start': 0, 'end': 1}"
689,689,".This thinker discussed the ""fort/da game,"" in which his infant grandson would throw small objects. This man posited that the prehistoric origin of religion was to atone for the killing of a father figure by a group of brothers. He claimed that human actions could be traced to a ""death drive"" and ""pleasure principle."" He wrote a work that describes the episode of ""Irma's Injection,"" an example of an event that he labels ""wish-fulfillment."" For 10 points, name this Austrian psychologist who wrote The Interpretation of Dreams and conceptualized the Oedipus complex.",Sigmund Freud [or Sigismund Schlomo Freud],Oedipus_Rex,False,7,2,0,11,"{'entity': 'I-MISC', 'score': 0.9863142, 'index': 1, 'word': 'O', 'start': 0, 'end': 1}"
690,690,"This thinker discussed the ""fort/da game,"" in which his infant grandson would throw small objects. This man posited that the prehistoric origin of religion was to atone for the killing of a father figure by a group of brothers. He claimed that human actions could be traced to a ""death drive"" and ""pleasure principle."" He wrote a work that describes the episode of ""Irma's Injection,"" an example of an event that he labels ""wish-fulfillment."" For 10 points, name this Austrian psychologist who wrote The Interpretation of Dreams and conceptualized the Oedipus complex.",Sigmund Freud [or Sigismund Schlomo Freud],Oedipus_Rex,False,6,2,0,11,"{'entity': 'I-MISC', 'score': 0.9863142, 'index': 1, 'word': 'O', 'start': 0, 'end': 1}"
691,691,.This novel's protagonist joins up with the revolutionaries Brother Hambro and Tod Clifton,Invisible Man [do not accept “The Invisible Man”],Invisible_Man,True,2,2,0,13,"{'entity': 'I-MISC', 'score': 0.698617, 'index': 1, 'word': 'Invisible', 'start': 0, 'end': 9}"
692,692,".This novel's protagonist joins up with the revolutionaries Brother Hambro and Tod Clifton. A boiler room explosion in this novel is partly the fault of Lucius Brockway, the protagonist's co-worker at the Liberty Paints factory",Invisible Man [do not accept “The Invisible Man”],Fault_(geology),False,3,2,1,15,
693,693,".This novel's protagonist joins up with the revolutionaries Brother Hambro and Tod Clifton. A boiler room explosion in this novel is partly the fault of Lucius Brockway, the protagonist's co-worker at the Liberty Paints factory. Its protagonist is expelled from Dr",Invisible Man [do not accept “The Invisible Man”],Fault_(geology),False,4,2,1,15,
694,694,".This novel's protagonist joins up with the revolutionaries Brother Hambro and Tod Clifton. A boiler room explosion in this novel is partly the fault of Lucius Brockway, the protagonist's co-worker at the Liberty Paints factory. Its protagonist is expelled from Dr. Bledsoe's college, to which he had won a scholarship based on a speech he recites in this novel's first chapter, ""Battle Royal",Invisible Man [do not accept “The Invisible Man”],Invisible_Man,True,5,2,0,13,"{'entity': 'I-MISC', 'score': 0.698617, 'index': 1, 'word': 'Invisible', 'start': 0, 'end': 9}"
695,695,".This novel's protagonist joins up with the revolutionaries Brother Hambro and Tod Clifton. A boiler room explosion in this novel is partly the fault of Lucius Brockway, the protagonist's co-worker at the Liberty Paints factory. Its protagonist is expelled from Dr. Bledsoe's college, to which he had won a scholarship based on a speech he recites in this novel's first chapter, ""Battle Royal."" Its narrator meets Ras the Exhorter, a leader of the Brotherhood, a Black Nationalist group",Invisible Man [do not accept “The Invisible Man”],Invisible_Man,True,6,2,0,13,"{'entity': 'I-MISC', 'score': 0.698617, 'index': 1, 'word': 'Invisible', 'start': 0, 'end': 9}"
696,696,".This novel's protagonist joins up with the revolutionaries Brother Hambro and Tod Clifton. A boiler room explosion in this novel is partly the fault of Lucius Brockway, the protagonist's co-worker at the Liberty Paints factory. Its protagonist is expelled from Dr. Bledsoe's college, to which he had won a scholarship based on a speech he recites in this novel's first chapter, ""Battle Royal."" Its narrator meets Ras the Exhorter, a leader of the Brotherhood, a Black Nationalist group. For 10 points, name this novel about a marginalized, nameless black male, by Ralph Ellison",Invisible Man [do not accept “The Invisible Man”],Invisible_Man,True,7,2,0,13,"{'entity': 'I-MISC', 'score': 0.698617, 'index': 1, 'word': 'Invisible', 'start': 0, 'end': 9}"
697,697,".This novel's protagonist joins up with the revolutionaries Brother Hambro and Tod Clifton. A boiler room explosion in this novel is partly the fault of Lucius Brockway, the protagonist's co-worker at the Liberty Paints factory. Its protagonist is expelled from Dr. Bledsoe's college, to which he had won a scholarship based on a speech he recites in this novel's first chapter, ""Battle Royal."" Its narrator meets Ras the Exhorter, a leader of the Brotherhood, a Black Nationalist group. For 10 points, name this novel about a marginalized, nameless black male, by Ralph Ellison.",Invisible Man [do not accept “The Invisible Man”],Invisible_Man,True,8,2,0,13,"{'entity': 'I-MISC', 'score': 0.698617, 'index': 1, 'word': 'Invisible', 'start': 0, 'end': 9}"
698,698,"This novel's protagonist joins up with the revolutionaries Brother Hambro and Tod Clifton. A boiler room explosion in this novel is partly the fault of Lucius Brockway, the protagonist's co-worker at the Liberty Paints factory. Its protagonist is expelled from Dr. Bledsoe's college, to which he had won a scholarship based on a speech he recites in this novel's first chapter, ""Battle Royal."" Its narrator meets Ras the Exhorter, a leader of the Brotherhood, a Black Nationalist group. For 10 points, name this novel about a marginalized, nameless black male, by Ralph Ellison.",Invisible Man [do not accept “The Invisible Man”],Invisible_Man,True,7,2,0,13,"{'entity': 'I-MISC', 'score': 0.698617, 'index': 1, 'word': 'Invisible', 'start': 0, 'end': 9}"
699,699,.The protagonist of this novel has an affair with Roswitha after fathering Kurt with Maria Trucinzki,The Tin Drum [or Die Blechtrommel],Maria_Theresa,False,2,2,0,13,"{'entity': 'I-LOC', 'score': 0.5322234, 'index': 1, 'word': 'Maria', 'start': 0, 'end': 5}"
